Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Profit),CountNonNull(Orders.Country)
2017,Qtr 4,December,9,1487.1418,33
2017,Qtr 4,December,10,715.5695999999999,21
2017,Qtr 4,December,11,-82.40889999999997,22
2017,Qtr 4,December,13,99.21539999999997,6
2017,Qtr 4,December,14,215.25000000000009,18
2017,Qtr 4,December,15,52.5946,5
2017,Qtr 4,December,16,171.22119999999998,13
2017,Qtr 4,December,17,303.09049999999996,13
2017,Qtr 4,December,18,840.8157000000001,20
2017,Qtr 4,December,19,-152.4596,5
2017,Qtr 4,December,20,176.91150000000002,5
2017,Qtr 4,December,21,570.7615000000001,11
2017,Qtr 4,December,22,957.1227000000001,27
2017,Qtr 4,December,23,284.09780000000006,15
2017,Qtr 4,December,24,1568.2397,16
2017,Qtr 4,December,25,359.2003,23
2017,Qtr 4,December,26,61.1202,4
2017,Qtr 4,December,27,-31.974200000000003,2
2017,Qtr 4,December,28,253.11880000000002,19
2017,Qtr 4,December,29,644.4338,12
2017,Qtr 4,December,30,101.5365,7
