Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status)
Monthly Newsletter,3500,0.02,Anne Weiler,1
Monthly Newsletter,3125,0.038,David So,10
Monthly Newsletter,3125,0.038,Alicia Thomber,6
Monthly Newsletter,3125,0.038,Molly Clark,3
Monthly Newsletter,3125,0.038,Alan Steiner,2
Monthly Newsletter,3125,0.038,Eric Gruber,2
Monthly Newsletter,3125,0.038,Spencer Low,2
Monthly Newsletter,3125,0.038,Jeff Hay,1
Monthly Newsletter,3125,0.037,Greg Winston,10
Monthly Newsletter,3125,0.037,Renee Lo,2
Monthly Newsletter,3125,0.037,Anne Weiler,1
Monthly Newsletter,3125,0.018,David So,2
Monthly Newsletter,3125,0.018,Jeff Hay,2
Monthly Newsletter,3125,0.018,Alan Steiner,1
Monthly Newsletter,3125,0.018,Alicia Thomber,1
Monthly Newsletter,3125,0.018,Julian Isla,1
Monthly Newsletter,3125,0.018,Molly Clark,1
Monthly Newsletter,3125,0.04,Anne Weiler,5
Monthly Newsletter,3125,0.04,Alan Steiner,2
Monthly Newsletter,3125,0.036,Sanjay Shah,1
Monthly Newsletter,3375,0.038,Alicia Thomber,7
Monthly Newsletter,3375,0.038,David So,7
Monthly Newsletter,3375,0.038,Molly Clark,7
Monthly Newsletter,3375,0.038,Jeff Hay,3
Monthly Newsletter,3375,0.038,Spencer Low,2
Monthly Newsletter,3375,0.038,Alan Steiner,1
Monthly Newsletter,3375,0.038,Eric Gruber,1
Monthly Newsletter,3375,0.018,Alicia Thomber,5
Monthly Newsletter,3375,0.018,David So,4
Monthly Newsletter,3375,0.018,Alan Steiner,2
Monthly Newsletter,3375,0.018,Eric Gruber,2
Monthly Newsletter,3375,0.037,Greg Winston,4
Monthly Newsletter,3375,0.037,Sanjay Shah,1
Monthly Newsletter,3375,0.04,Alan Steiner,2
Monthly Newsletter,3375,0.04,Anne Weiler,1
Monthly Newsletter,3375,0.017,Greg Winston,2
Monthly Newsletter,3375,0.02,Anne Weiler,1
Monthly Newsletter,3375,0.02,Molly Clark,1
Monthly Newsletter,3375,0.036,Sanjay Shah,1
Monthly Newsletter,3750,0.038,Alicia Thomber,7
Monthly Newsletter,3750,0.038,David So,7
Monthly Newsletter,3750,0.038,Molly Clark,5
Monthly Newsletter,3750,0.038,Spencer Low,5
Monthly Newsletter,3750,0.038,Alan Steiner,2
Monthly Newsletter,3750,0.038,Jeff Hay,2
Monthly Newsletter,3750,0.038,Anne Weiler,1
Monthly Newsletter,3750,0.038,Eric Gruber,1
Monthly Newsletter,3750,0.038,Julian Isla,1
Monthly Newsletter,3750,0.037,Greg Winston,6
Monthly Newsletter,3750,0.037,Anne Weiler,1
Monthly Newsletter,3750,0.037,Sanjay Shah,1
Monthly Newsletter,3750,0.018,Julian Isla,2
Monthly Newsletter,3750,0.018,Alan Steiner,1
Monthly Newsletter,3750,0.018,Alicia Thomber,1
Monthly Newsletter,3750,0.018,David So,1
Monthly Newsletter,3750,0.018,Molly Clark,1
Monthly Newsletter,3750,0.018,Spencer Low,1
Monthly Newsletter,3750,0.02,Anne Weiler,2
Monthly Newsletter,3750,0.02,Alan Steiner,1
Monthly Newsletter,3750,0.04,Anne Weiler,2
Monthly Newsletter,3750,0.04,Alan Steiner,1
Monthly Newsletter,3750,0.017,Sanjay Shah,1
Monthly Newsletter,3750,0.036,Sanjay Shah,1
Monthly Newsletter,4250,0.038,David So,7
Monthly Newsletter,4250,0.038,Alicia Thomber,6
Monthly Newsletter,4250,0.038,Eric Gruber,6
Monthly Newsletter,4250,0.038,Molly Clark,4
Monthly Newsletter,4250,0.038,Spencer Low,3
Monthly Newsletter,4250,0.038,Julian Isla,2
Monthly Newsletter,4250,0.038,Alan Steiner,1
Monthly Newsletter,4250,0.038,Jeff Hay,1
Monthly Newsletter,4250,0.018,Alicia Thomber,3
Monthly Newsletter,4250,0.018,Eric Gruber,1
Monthly Newsletter,4250,0.018,Julian Isla,1
Monthly Newsletter,4250,0.018,Spencer Low,1
Monthly Newsletter,4250,0.04,Anne Weiler,5
Monthly Newsletter,4250,0.04,Alan Steiner,1
Monthly Newsletter,4250,0.037,Greg Winston,2
Monthly Newsletter,4250,0.037,Sanjay Shah,2
Monthly Newsletter,4250,0.037,Anne Weiler,1
Monthly Newsletter,4250,0.02,Anne Weiler,2
Monthly Newsletter,4250,0.02,Alan Steiner,1
Monthly Newsletter,4250,0.02,Renee Lo,1
Monthly Newsletter,4250,0.017,Greg Winston,2
Monthly Newsletter,4250,0.036,Sanjay Shah,1
Monthly Newsletter,4125,0.038,Alicia Thomber,5
Monthly Newsletter,4125,0.038,Eric Gruber,5
Monthly Newsletter,4125,0.038,Julian Isla,4
Monthly Newsletter,4125,0.038,David So,3
Monthly Newsletter,4125,0.038,Spencer Low,3
Monthly Newsletter,4125,0.038,Alan Steiner,2
Monthly Newsletter,4125,0.038,Molly Clark,2
Monthly Newsletter,4125,0.038,Jeff Hay,1
Monthly Newsletter,4125,0.018,David So,3
Monthly Newsletter,4125,0.018,Alan Steiner,2
Monthly Newsletter,4125,0.018,Jeff Hay,2
Monthly Newsletter,4125,0.018,Eric Gruber,1
Monthly Newsletter,4125,0.018,Molly Clark,1
Monthly Newsletter,4125,0.037,Anne Weiler,3
Monthly Newsletter,4125,0.037,Greg Winston,3
Monthly Newsletter,4125,0.037,Renee Lo,2
Monthly Newsletter,4125,0.037,Sanjay Shah,1
Monthly Newsletter,4125,0.04,Alan Steiner,2
Monthly Newsletter,4125,0.04,Anne Weiler,2
Monthly Newsletter,4125,0.04,Molly Clark,1
Monthly Newsletter,4125,0.02,Alan Steiner,1
Monthly Newsletter,4125,0.02,Anne Weiler,1
Monthly Newsletter,4125,0.036,Anne Weiler,1
Monthly Newsletter,4125,0.036,Sanjay Shah,1
Monthly Newsletter,4125,0.017,Greg Winston,1
Monthly Newsletter,4500,0.038,Molly Clark,10
Monthly Newsletter,4500,0.038,David So,5
Monthly Newsletter,4500,0.038,Alicia Thomber,4
Monthly Newsletter,4500,0.038,Alan Steiner,3
Monthly Newsletter,4500,0.038,Eric Gruber,2
Monthly Newsletter,4500,0.038,Jeff Hay,1
Monthly Newsletter,4500,0.038,Julian Isla,1
Monthly Newsletter,4500,0.04,Anne Weiler,4
Monthly Newsletter,4500,0.04,Alan Steiner,3
Monthly Newsletter,4500,0.04,Renee Lo,3
Monthly Newsletter,4500,0.04,Molly Clark,1
Monthly Newsletter,4500,0.037,Greg Winston,5
Monthly Newsletter,4500,0.037,Anne Weiler,1
Monthly Newsletter,4500,0.037,Renee Lo,1
Monthly Newsletter,4500,0.037,Sanjay Shah,1
Monthly Newsletter,4500,0.018,Eric Gruber,2
Monthly Newsletter,4500,0.018,Alicia Thomber,1
Monthly Newsletter,4500,0.018,David So,1
Monthly Newsletter,4500,0.018,Jeff Hay,1
Monthly Newsletter,4500,0.017,Greg Winston,1
Monthly Newsletter,4500,0.02,Alan Steiner,1
Monthly Newsletter,4500,0.036,Sanjay Shah,1
Monthly Newsletter,4750,0.038,Molly Clark,9
Monthly Newsletter,4750,0.038,David So,6
Monthly Newsletter,4750,0.038,Eric Gruber,5
Monthly Newsletter,4750,0.038,Alicia Thomber,4
Monthly Newsletter,4750,0.038,Alan Steiner,3
Monthly Newsletter,4750,0.038,Julian Isla,3
Monthly Newsletter,4750,0.038,Spencer Low,1
Monthly Newsletter,4750,0.04,Anne Weiler,6
Monthly Newsletter,4750,0.04,Alan Steiner,1
Monthly Newsletter,4750,0.04,Renee Lo,1
Monthly Newsletter,4750,0.037,Greg Winston,5
Monthly Newsletter,4750,0.037,Renee Lo,1
Monthly Newsletter,4750,0.037,Sanjay Shah,1
Monthly Newsletter,4750,0.018,Eric Gruber,2
Monthly Newsletter,4750,0.018,Molly Clark,2
Monthly Newsletter,4750,0.018,Spencer Low,1
Monthly Newsletter,4750,0.02,Anne Weiler,1
Monthly Newsletter,4875,0.038,Molly Clark,8
Monthly Newsletter,4875,0.038,David So,6
Monthly Newsletter,4875,0.038,Alicia Thomber,5
Monthly Newsletter,4875,0.038,Eric Gruber,4
Monthly Newsletter,4875,0.038,Julian Isla,2
Monthly Newsletter,4875,0.038,Jeff Hay,1
Monthly Newsletter,4875,0.038,Spencer Low,1
Monthly Newsletter,4875,0.018,Alicia Thomber,4
Monthly Newsletter,4875,0.018,Eric Gruber,2
Monthly Newsletter,4875,0.018,Molly Clark,2
Monthly Newsletter,4875,0.018,David So,1
Monthly Newsletter,4875,0.018,Julian Isla,1
Monthly Newsletter,4875,0.018,Spencer Low,1
Monthly Newsletter,4875,0.037,Greg Winston,5
Monthly Newsletter,4875,0.037,Sanjay Shah,2
Monthly Newsletter,4875,0.02,Anne Weiler,2
Monthly Newsletter,4875,0.04,Anne Weiler,1
Monthly Newsletter,4875,0.04,Renee Lo,1
Monthly Newsletter,4625,0.038,Alicia Thomber,7
Monthly Newsletter,4625,0.038,David So,4
Monthly Newsletter,4625,0.038,Spencer Low,4
Monthly Newsletter,4625,0.038,Molly Clark,3
Monthly Newsletter,4625,0.038,Julian Isla,2
Monthly Newsletter,4625,0.038,Jeff Hay,1
Monthly Newsletter,4625,0.037,Greg Winston,11
Monthly Newsletter,4625,0.037,Anne Weiler,1
Monthly Newsletter,4625,0.037,Renee Lo,1
Monthly Newsletter,4625,0.037,Sanjay Shah,1
Monthly Newsletter,4625,0.04,Alan Steiner,2
Monthly Newsletter,4625,0.04,Anne Weiler,2
Monthly Newsletter,4625,0.017,Anne Weiler,2
Monthly Newsletter,4625,0.017,Greg Winston,1
Monthly Newsletter,4625,0.018,Alicia Thomber,1
Monthly Newsletter,4625,0.018,David So,1
Monthly Newsletter,4625,0.018,Molly Clark,1
Monthly Newsletter,4625,0.036,Sanjay Shah,2
Monthly Newsletter,3625,0.038,Molly Clark,5
Monthly Newsletter,3625,0.038,Alicia Thomber,4
Monthly Newsletter,3625,0.038,David So,4
Monthly Newsletter,3625,0.038,Alan Steiner,2
Monthly Newsletter,3625,0.038,Eric Gruber,2
Monthly Newsletter,3625,0.038,Jeff Hay,2
Monthly Newsletter,3625,0.038,Spencer Low,2
Monthly Newsletter,3625,0.038,Julian Isla,1
Monthly Newsletter,3625,0.037,Greg Winston,10
Monthly Newsletter,3625,0.037,Renee Lo,2
Monthly Newsletter,3625,0.018,Molly Clark,2
Monthly Newsletter,3625,0.018,Alicia Thomber,1
Monthly Newsletter,3625,0.018,Eric Gruber,1
Monthly Newsletter,3625,0.018,Julian Isla,1
Monthly Newsletter,3625,0.04,Alan Steiner,2
Monthly Newsletter,3625,0.04,Anne Weiler,2
Monthly Newsletter,3625,0.017,Greg Winston,2
Monthly Newsletter,3625,0.02,Anne Weiler,1
Monthly Newsletter,4375,0.038,David So,9
Monthly Newsletter,4375,0.038,Molly Clark,7
Monthly Newsletter,4375,0.038,Eric Gruber,5
Monthly Newsletter,4375,0.038,Alan Steiner,2
Monthly Newsletter,4375,0.038,Alicia Thomber,2
Monthly Newsletter,4375,0.038,Jeff Hay,1
Monthly Newsletter,4375,0.037,Greg Winston,4
Monthly Newsletter,4375,0.037,Renee Lo,2
Monthly Newsletter,4375,0.037,Sanjay Shah,1
Monthly Newsletter,4375,0.04,Alan Steiner,3
Monthly Newsletter,4375,0.04,Anne Weiler,2
Monthly Newsletter,4375,0.04,Renee Lo,1
Monthly Newsletter,4375,0.018,David So,1
Monthly Newsletter,4375,0.018,Eric Gruber,1
Monthly Newsletter,4375,0.018,Molly Clark,1
Monthly Newsletter,4375,0.017,Greg Winston,1
Monthly Newsletter,4375,0.017,Renee Lo,1
Monthly Newsletter,2625,0.018,Alicia Thomber,2
Monthly Newsletter,2625,0.018,Alan Steiner,1
Monthly Newsletter,2625,0.018,David So,1
Monthly Newsletter,2625,0.018,Eric Gruber,1
Monthly Newsletter,2625,0.018,Molly Clark,1
Monthly Newsletter,2625,0.02,Alan Steiner,1
Monthly Newsletter,2625,0.02,Anne Weiler,1
Monthly Newsletter,2625,0.038,David So,1
Monthly Newsletter,2625,0.04,Renee Lo,1
Monthly Newsletter,2750,0.018,David So,2
Monthly Newsletter,2750,0.018,Spencer Low,2
Monthly Newsletter,2750,0.018,Alan Steiner,1
Monthly Newsletter,2750,0.018,Julian Isla,1
Monthly Newsletter,2750,0.02,Anne Weiler,1
Monthly Newsletter,2750,0.038,David So,1
Monthly Newsletter,2750,0.04,Anne Weiler,1
Monthly Newsletter,2875,0.018,Molly Clark,2
Monthly Newsletter,2875,0.018,Alan Steiner,1
Monthly Newsletter,2875,0.018,Alicia Thomber,1
Monthly Newsletter,2875,0.02,Anne Weiler,2
Monthly Newsletter,2875,0.038,Spencer Low,1
Monthly Newsletter,3000,0.018,Alicia Thomber,1
Monthly Newsletter,3000,0.018,Molly Clark,1
Monthly Newsletter,3000,0.02,Alan Steiner,2
Monthly Newsletter,2500,0.018,Alicia Thomber,1
Monthly Newsletter,2500,0.018,Molly Clark,1
Monthly Newsletter,2500,0.02,Renee Lo,1
Monthly Newsletter,1875,0.027,Anne Weiler,1
Monthly Newsletter,1875,0.027,Greg Winston,1
Monthly Newsletter,5250,0.038,David So,1
Monthly Newsletter,5250,0.038,Spencer Low,1
Monthly Newsletter,5500,0.038,Julian Isla,1
Monthly Newsletter,5500,0.038,Spencer Low,1
Monthly Newsletter,5750,0.038,David So,1
Monthly Newsletter,5750,0.04,Anne Weiler,1
Monthly Newsletter,6125,0.037,Renee Lo,1
New Product Releases,1000,0.048,Molly Clark,6
New Product Releases,1000,0.048,Alicia Thomber,2
New Product Releases,1000,0.048,David So,1
New Product Releases,1000,0.048,Eric Gruber,1
New Product Releases,1000,0.018,David So,2
New Product Releases,1000,0.018,Alicia Thomber,1
New Product Releases,1000,0.018,Eric Gruber,1
New Product Releases,1000,0.018,Jeff Hay,1
New Product Releases,1000,0.018,Molly Clark,1
New Product Releases,1000,0.017,Greg Winston,3
New Product Releases,1000,0.053,David So,1
New Product Releases,1000,0.053,Julian Isla,1
New Product Releases,1000,0.053,Molly Clark,1
New Product Releases,1000,0.052,Greg Winston,2
New Product Releases,1000,0.02,Anne Weiler,1
New Product Releases,1000,0.047,Greg Winston,1
New Product Releases,1000,0.051,Anne Weiler,1
New Product Releases,2750,0.048,Molly Clark,5
New Product Releases,2750,0.048,David So,2
New Product Releases,2750,0.048,Eric Gruber,2
New Product Releases,2750,0.048,Alan Steiner,1
New Product Releases,2750,0.048,Jeff Hay,1
New Product Releases,2750,0.018,David So,2
New Product Releases,2750,0.018,Molly Clark,2
New Product Releases,2750,0.018,Eric Gruber,1
New Product Releases,2750,0.02,Molly Clark,2
New Product Releases,2750,0.02,Anne Weiler,1
New Product Releases,2750,0.053,Alan Steiner,1
New Product Releases,2750,0.053,Eric Gruber,1
New Product Releases,2750,0.053,Jeff Hay,1
New Product Releases,2750,0.046,Sanjay Shah,1
New Product Releases,2750,0.05,Alan Steiner,1
New Product Releases,2750,0.078,Julian Isla,1
New Product Releases,5125,0.048,David So,3
New Product Releases,5125,0.048,Eric Gruber,2
New Product Releases,5125,0.048,Spencer Low,2
New Product Releases,5125,0.048,Alan Steiner,1
New Product Releases,5125,0.048,Alicia Thomber,1
New Product Releases,5125,0.048,Jeff Hay,1
New Product Releases,5125,0.053,Alan Steiner,2
New Product Releases,5125,0.053,Alicia Thomber,2
New Product Releases,5125,0.053,David So,1
New Product Releases,5125,0.047,Greg Winston,3
New Product Releases,5125,0.047,Sanjay Shah,1
New Product Releases,5125,0.052,Greg Winston,1
New Product Releases,5125,0.052,Sanjay Shah,1
New Product Releases,5125,0.046,Sanjay Shah,1
New Product Releases,5125,0.051,Anne Weiler,1
New Product Releases,5125,0.055,Alan Steiner,1
New Product Releases,2500,0.048,Alicia Thomber,2
New Product Releases,2500,0.048,David So,2
New Product Releases,2500,0.048,Eric Gruber,1
New Product Releases,2500,0.048,Spencer Low,1
New Product Releases,2500,0.053,Molly Clark,3
New Product Releases,2500,0.053,Alicia Thomber,1
New Product Releases,2500,0.053,Eric Gruber,1
New Product Releases,2500,0.053,Julian Isla,1
New Product Releases,2500,0.018,Alicia Thomber,1
New Product Releases,2500,0.018,David So,1
New Product Releases,2500,0.018,Jeff Hay,1
New Product Releases,2500,0.018,Julian Isla,1
New Product Releases,2500,0.018,Molly Clark,1
New Product Releases,2500,0.02,Anne Weiler,1
New Product Releases,2500,0.02,Molly Clark,1
New Product Releases,2500,0.047,Greg Winston,2
New Product Releases,2500,0.05,Anne Weiler,1
New Product Releases,2500,0.055,Anne Weiler,1
New Product Releases,4750,0.048,Molly Clark,4
New Product Releases,4750,0.048,David So,3
New Product Releases,4750,0.048,Alan Steiner,1
New Product Releases,4750,0.048,Julian Isla,1
New Product Releases,4750,0.047,Greg Winston,2
New Product Releases,4750,0.047,Renee Lo,2
New Product Releases,4750,0.047,Anne Weiler,1
New Product Releases,4750,0.047,Sanjay Shah,1
New Product Releases,4750,0.05,Anne Weiler,2
New Product Releases,4750,0.05,Alan Steiner,1
New Product Releases,4750,0.053,David So,2
New Product Releases,4750,0.053,Julian Isla,1
New Product Releases,4750,0.052,Greg Winston,1
New Product Releases,4750,0.052,Sanjay Shah,1
New Product Releases,6000,0.048,Molly Clark,4
New Product Releases,6000,0.048,David So,3
New Product Releases,6000,0.048,Spencer Low,2
New Product Releases,6000,0.048,Alan Steiner,1
New Product Releases,6000,0.048,Eric Gruber,1
New Product Releases,6000,0.053,David So,2
New Product Releases,6000,0.053,Alicia Thomber,1
New Product Releases,6000,0.053,Eric Gruber,1
New Product Releases,6000,0.053,Julian Isla,1
New Product Releases,6000,0.053,Molly Clark,1
New Product Releases,6000,0.047,Greg Winston,2
New Product Releases,6000,0.047,Sanjay Shah,1
New Product Releases,6000,0.046,Anne Weiler,1
New Product Releases,6000,0.046,Sanjay Shah,1
New Product Releases,6000,0.052,Renee Lo,1
New Product Releases,3000,0.048,Alan Steiner,3
New Product Releases,3000,0.048,Molly Clark,3
New Product Releases,3000,0.048,Jeff Hay,2
New Product Releases,3000,0.048,David So,1
New Product Releases,3000,0.048,Eric Gruber,1
New Product Releases,3000,0.048,Julian Isla,1
New Product Releases,3000,0.053,David So,1
New Product Releases,3000,0.053,Julian Isla,1
New Product Releases,3000,0.053,Molly Clark,1
New Product Releases,3000,0.018,Molly Clark,2
New Product Releases,3000,0.05,Anne Weiler,2
New Product Releases,3000,0.02,Alan Steiner,1
New Product Releases,3000,0.047,Greg Winston,1
New Product Releases,3000,0.055,Molly Clark,1
New Product Releases,3000,0.078,Spencer Low,1
New Product Releases,3500,0.048,Alicia Thomber,2
New Product Releases,3500,0.048,Molly Clark,2
New Product Releases,3500,0.048,Alan Steiner,1
New Product Releases,3500,0.048,David So,1
New Product Releases,3500,0.048,Eric Gruber,1
New Product Releases,3500,0.048,Jeff Hay,1
New Product Releases,3500,0.018,David So,1
New Product Releases,3500,0.018,Eric Gruber,1
New Product Releases,3500,0.018,Julian Isla,1
New Product Releases,3500,0.018,Molly Clark,1
New Product Releases,3500,0.018,Spencer Low,1
New Product Releases,3500,0.053,Spencer Low,2
New Product Releases,3500,0.053,Alicia Thomber,1
New Product Releases,3500,0.053,Molly Clark,1
New Product Releases,3500,0.05,Anne Weiler,2
New Product Releases,3500,0.016,Sanjay Shah,1
New Product Releases,3500,0.02,Alan Steiner,1
New Product Releases,3500,0.047,Greg Winston,1
New Product Releases,3625,0.047,Greg Winston,3
New Product Releases,3625,0.047,Anne Weiler,1
New Product Releases,3625,0.047,Renee Lo,1
New Product Releases,3625,0.048,Alicia Thomber,2
New Product Releases,3625,0.048,Eric Gruber,2
New Product Releases,3625,0.048,Molly Clark,1
New Product Releases,3625,0.018,Alan Steiner,1
New Product Releases,3625,0.018,Alicia Thomber,1
New Product Releases,3625,0.018,Eric Gruber,1
New Product Releases,3625,0.018,Molly Clark,1
New Product Releases,3625,0.05,Anne Weiler,3
New Product Releases,3625,0.05,Alan Steiner,1
New Product Releases,3625,0.053,Alicia Thomber,2
New Product Releases,3625,0.053,Molly Clark,2
New Product Releases,2625,0.048,Alicia Thomber,4
New Product Releases,2625,0.048,Molly Clark,3
New Product Releases,2625,0.048,David So,2
New Product Releases,2625,0.048,Julian Isla,2
New Product Releases,2625,0.048,Eric Gruber,1
New Product Releases,2625,0.053,Eric Gruber,2
New Product Releases,2625,0.053,Alan Steiner,1
New Product Releases,2625,0.053,Julian Isla,1
New Product Releases,2625,0.047,Sanjay Shah,2
New Product Releases,2625,0.047,Greg Winston,1
New Product Releases,2625,0.046,Anne Weiler,1
New Product Releases,2625,0.05,Anne Weiler,1
New Product Releases,3375,0.048,Eric Gruber,4
New Product Releases,3375,0.048,Julian Isla,2
New Product Releases,3375,0.048,Molly Clark,2
New Product Releases,3375,0.048,Alicia Thomber,1
New Product Releases,3375,0.053,Alicia Thomber,2
New Product Releases,3375,0.053,Molly Clark,1
New Product Releases,3375,0.053,Spencer Low,1
New Product Releases,3375,0.018,Molly Clark,2
New Product Releases,3375,0.018,Eric Gruber,1
New Product Releases,3375,0.046,Anne Weiler,1
New Product Releases,3375,0.046,Sanjay Shah,1
New Product Releases,3375,0.017,Anne Weiler,1
New Product Releases,3375,0.047,Greg Winston,1
New Product Releases,3375,0.05,Alan Steiner,1
New Product Releases,5500,0.048,David So,2
New Product Releases,5500,0.048,Eric Gruber,2
New Product Releases,5500,0.048,Alicia Thomber,1
New Product Releases,5500,0.048,Anne Weiler,1
New Product Releases,5500,0.048,Julian Isla,1
New Product Releases,5500,0.048,Spencer Low,1
New Product Releases,5500,0.05,Alan Steiner,3
New Product Releases,5500,0.05,Anne Weiler,2
New Product Releases,5500,0.047,Greg Winston,4
New Product Releases,5500,0.052,Greg Winston,2
New Product Releases,5500,0.046,Sanjay Shah,1
New Product Releases,5500,0.053,Alicia Thomber,1
New Product Releases,875,0.048,Alan Steiner,2
New Product Releases,875,0.048,Eric Gruber,2
New Product Releases,875,0.048,Alicia Thomber,1
New Product Releases,875,0.048,David So,1
New Product Releases,875,0.048,Molly Clark,1
New Product Releases,875,0.053,Molly Clark,2
New Product Releases,875,0.053,Alicia Thomber,1
New Product Releases,875,0.053,David So,1
New Product Releases,875,0.053,Julian Isla,1
New Product Releases,875,0.05,Anne Weiler,2
New Product Releases,875,0.05,Alan Steiner,1
New Product Releases,875,0.017,Greg Winston,2
New Product Releases,875,0.018,Alicia Thomber,1
New Product Releases,875,0.052,Anne Weiler,1
New Product Releases,875,0.055,Alan Steiner,1
New Product Releases,3750,0.05,Alan Steiner,3
New Product Releases,3750,0.05,Anne Weiler,3
New Product Releases,3750,0.05,Molly Clark,1
New Product Releases,3750,0.047,Greg Winston,3
New Product Releases,3750,0.047,Sanjay Shah,1
New Product Releases,3750,0.048,Alicia Thomber,1
New Product Releases,3750,0.048,David So,1
New Product Releases,3750,0.048,Julian Isla,1
New Product Releases,3750,0.048,Molly Clark,1
New Product Releases,3750,0.053,Alan Steiner,1
New Product Releases,3750,0.053,Alicia Thomber,1
New Product Releases,3750,0.053,Jeff Hay,1
New Product Releases,3750,0.046,Anne Weiler,1
New Product Releases,3750,0.055,Anne Weiler,1
New Product Releases,4375,0.048,Eric Gruber,3
New Product Releases,4375,0.048,Alicia Thomber,2
New Product Releases,4375,0.048,David So,2
New Product Releases,4375,0.048,Molly Clark,1
New Product Releases,4375,0.053,Eric Gruber,2
New Product Releases,4375,0.053,Jeff Hay,1
New Product Releases,4375,0.053,Spencer Low,1
New Product Releases,4375,0.052,Greg Winston,2
New Product Releases,4375,0.052,Renee Lo,1
New Product Releases,4375,0.047,Greg Winston,2
New Product Releases,4375,0.05,Anne Weiler,2
New Product Releases,4375,0.055,Anne Weiler,1
New Product Releases,4625,0.048,Eric Gruber,4
New Product Releases,4625,0.048,David So,2
New Product Releases,4625,0.048,Alicia Thomber,1
New Product Releases,4625,0.048,Molly Clark,1
New Product Releases,4625,0.053,Alicia Thomber,2
New Product Releases,4625,0.053,David So,2
New Product Releases,4625,0.053,Molly Clark,2
New Product Releases,4625,0.053,Julian Isla,1
New Product Releases,4625,0.05,Anne Weiler,2
New Product Releases,4625,0.046,Sanjay Shah,1
New Product Releases,4625,0.047,Sanjay Shah,1
New Product Releases,4625,0.052,Sanjay Shah,1
New Product Releases,1125,0.048,Spencer Low,3
New Product Releases,1125,0.048,Alan Steiner,1
New Product Releases,1125,0.048,Alicia Thomber,1
New Product Releases,1125,0.048,David So,1
New Product Releases,1125,0.048,Eric Gruber,1
New Product Releases,1125,0.048,Julian Isla,1
New Product Releases,1125,0.048,Molly Clark,1
New Product Releases,1125,0.018,David So,1
New Product Releases,1125,0.018,Eric Gruber,1
New Product Releases,1125,0.047,Greg Winston,1
New Product Releases,1125,0.047,Renee Lo,1
New Product Releases,1125,0.05,Anne Weiler,2
New Product Releases,1125,0.053,Eric Gruber,1
New Product Releases,1125,0.053,Molly Clark,1
New Product Releases,1125,0.017,Renee Lo,1
New Product Releases,1125,0.055,Alan Steiner,1
New Product Releases,4875,0.048,Alicia Thomber,2
New Product Releases,4875,0.048,David So,2
New Product Releases,4875,0.048,Eric Gruber,2
New Product Releases,4875,0.047,Sanjay Shah,2
New Product Releases,4875,0.047,Anne Weiler,1
New Product Releases,4875,0.047,Greg Winston,1
New Product Releases,4875,0.047,Renee Lo,1
New Product Releases,4875,0.053,Molly Clark,2
New Product Releases,4875,0.053,David So,1
New Product Releases,4875,0.053,Julian Isla,1
New Product Releases,4875,0.05,Anne Weiler,2
New Product Releases,4875,0.055,Renee Lo,1
New Product Releases,4875,0.078,David So,1
New Product Releases,5625,0.048,David So,2
New Product Releases,5625,0.048,Jeff Hay,2
New Product Releases,5625,0.048,Alicia Thomber,1
New Product Releases,5625,0.048,Eric Gruber,1
New Product Releases,5625,0.047,Anne Weiler,2
New Product Releases,5625,0.047,Greg Winston,2
New Product Releases,5625,0.047,Renee Lo,1
New Product Releases,5625,0.05,Anne Weiler,5
New Product Releases,5625,0.046,Sanjay Shah,1
New Product Releases,5625,0.053,Jeff Hay,1
New Product Releases,5625,0.055,Alan Steiner,1
New Product Releases,5750,0.048,Molly Clark,4
New Product Releases,5750,0.048,Spencer Low,3
New Product Releases,5750,0.048,Jeff Hay,2
New Product Releases,5750,0.048,Alan Steiner,1
New Product Releases,5750,0.047,Anne Weiler,3
New Product Releases,5750,0.053,David So,1
New Product Releases,5750,0.053,Jeff Hay,1
New Product Releases,5750,0.053,Julian Isla,1
New Product Releases,5750,0.05,Alan Steiner,1
New Product Releases,5750,0.05,Anne Weiler,1
New Product Releases,5750,0.052,Greg Winston,1
New Product Releases,2875,0.018,Alicia Thomber,1
New Product Releases,2875,0.018,David So,1
New Product Releases,2875,0.018,Eric Gruber,1
New Product Releases,2875,0.018,Molly Clark,1
New Product Releases,2875,0.018,Spencer Low,1
New Product Releases,2875,0.05,Anne Weiler,3
New Product Releases,2875,0.05,Alan Steiner,1
New Product Releases,2875,0.05,Renee Lo,1
New Product Releases,2875,0.053,Molly Clark,2
New Product Releases,2875,0.053,Alicia Thomber,1
New Product Releases,2875,0.048,David So,1
New Product Releases,2875,0.048,Molly Clark,1
New Product Releases,2875,0.017,Sanjay Shah,1
New Product Releases,2875,0.047,Sanjay Shah,1
New Product Releases,2875,0.055,Anne Weiler,1
New Product Releases,4000,0.048,Alicia Thomber,3
New Product Releases,4000,0.048,David So,2
New Product Releases,4000,0.048,Julian Isla,1
New Product Releases,4000,0.048,Molly Clark,1
New Product Releases,4000,0.048,Spencer Low,1
New Product Releases,4000,0.047,Greg Winston,3
New Product Releases,4000,0.047,Anne Weiler,1
New Product Releases,4000,0.05,Anne Weiler,2
New Product Releases,4000,0.05,Alan Steiner,1
New Product Releases,4000,0.053,Alicia Thomber,2
