financials.Country,financials.COGS,financials.Discount Band,Sum(financials. Sales),Sum(financials.Profit)
United States of America,69480,High,65137.5,-4342.5
United States of America,69480,Low,,
United States of America,69480,Medium,,
United States of America,69480,None,,
United States of America,70200,High,83160,12960
United States of America,70200,Low,,
United States of America,70200,Medium,,
United States of America,70200,None,,
United States of America,71240,High,,
United States of America,71240,Low,184128,41648
United States of America,71240,Medium,,
United States of America,71240,None,,
United States of America,79560,High,,
United States of America,79560,Low,164092.5,4972.5
United States of America,79560,Medium,,
United States of America,79560,None,,
United States of America,87240,High,,
United States of America,87240,Low,179932.5,5452.5
United States of America,87240,Medium,,
United States of America,87240,None,,
United States of America,90740,High,,
United States of America,90740,Low,117264,26524
United States of America,90740,Medium,,
United States of America,90740,None,,
United States of America,103320,High,,
United States of America,103320,Low,,
United States of America,103320,Medium,204487.5,-2152.5
United States of America,103320,None,,
United States of America,156520,High,,
United States of America,156520,Low,,
United States of America,156520,Medium,400330,87290
United States of America,156520,None,,
United States of America,189020,High,,
United States of America,189020,Low,,
United States of America,189020,Medium,478366,100326
United States of America,189020,None,,
United States of America,191520,High,179550,-11970
United States of America,191520,Low,,
United States of America,191520,Medium,,
United States of America,191520,None,,
United States of America,202000,High,,
United States of America,202000,Low,,
United States of America,202000,Medium,223008,21008
United States of America,202000,None,,
United States of America,216480,High,202950,-13530
United States of America,216480,Low,,
United States of America,216480,Medium,,
United States of America,216480,None,,
United States of America,247750,High,,
United States of America,247750,Low,,
United States of America,247750,Medium,564870,69370
United States of America,247750,None,,
United States of America,252500,High,521160,16160
United States of America,252500,Low,,
United States of America,252500,Medium,,
United States of America,252500,None,,
United States of America,255450,High,299171.25,43721.25
United States of America,255450,Low,,
United States of America,255450,Medium,,
United States of America,255450,None,,
United States of America,256360,High,607376,94656
United States of America,256360,Low,,
United States of America,256360,Medium,,
United States of America,256360,None,,
United States of America,286440,High,262570,-23870
United States of America,286440,Low,,
United States of America,286440,Medium,,
United States of America,286440,None,,
United States of America,292560,High,259037.5,-33522.5
United States of America,292560,Low,,
United States of America,292560,Medium,,
United States of America,292560,None,,
United States of America,306020,High,354277,48257
United States of America,306020,Low,,
United States of America,306020,Medium,,
United States of America,306020,None,,
United States of America,330600,High,,
United States of America,330600,Low,,
United States of America,330600,Medium,323712.5,-6887.5
United States of America,330600,None,,
United States of America,335640,High,,
United States of America,335640,Low,,
United States of America,335640,Medium,636317.5,-34962.5
United States of America,335640,None,,
United States of America,338520,High,,
United States of America,338520,Low,,
United States of America,338520,Medium,,
United States of America,338520,None,352625,14105
United States of America,341280,High,305730,-35550
United States of America,341280,Low,,
United States of America,341280,Medium,,
United States of America,341280,None,,
United States of America,343000,High,,
United States of America,343000,Low,,
United States of America,343000,Medium,765576,79576
United States of America,343000,None,,
United States of America,351390,High,,
United States of America,351390,Low,,
United States of America,351390,Medium,430452.75,79062.75
United States of America,351390,None,,
United States of America,359040,High,,
United States of America,359040,Low,,
United States of America,359040,Medium,355300,-3740
United States of America,359040,None,,
United States of America,413460,High,387618.75,-25841.25
United States of America,413460,Low,,
United States of America,413460,Medium,,
United States of America,413460,None,,
United States of America,435240,High,,
United States of America,435240,Low,,
United States of America,435240,Medium,430706.25,-4533.75
United States of America,435240,None,,
United States of America,457860,High,,
United States of America,457860,Low,,
United States of America,457860,Medium,573205.5,115345.5
United States of America,457860,None,,
United States of America,466750,High,,
United States of America,466750,Low,,
United States of America,466750,Medium,509691,42941
United States of America,466750,None,,
United States of America,521820,High,597082.5,75262.5
United States of America,521820,Low,,
United States of America,521820,Medium,,
United States of America,521820,None,,
United States of America,538460,High,,
United States of America,538460,Low,,
United States of America,538460,Medium,659613.5,121153.5
United States of America,538460,None,,
United States of America,573500,High,1238760,91760
United States of America,573500,Low,,
United States of America,573500,Medium,,
United States of America,573500,None,,
United States of America,575250,High,,
United States of America,575250,Low,683397,108147
United States of America,575250,Medium,,
United States of America,575250,None,,
United States of America,601380,High,728595,127215
United States of America,601380,Low,,
United States of America,601380,Medium,,
United States of America,601380,None,,
United States of America,615000,High,634680,19680
United States of America,615000,Low,,
United States of America,615000,Medium,,
United States of America,615000,None,,
United States of America,624500,High,,
United States of America,624500,Low,741906,117406
United States of America,624500,Medium,,
United States of America,624500,None,,
United States of America,635250,High,655578,20328
United States of America,635250,Low,,
United States of America,635250,Medium,,
United States of America,635250,None,,
United States of America,643500,High,656370,12870
United States of America,643500,Low,,
United States of America,643500,Medium,,
United States of America,643500,None,,
United States of America,711000,High,,
United States of America,711000,Low,827604,116604
United States of America,711000,Medium,,
United States of America,711000,None,,
United States of America,726250,High,,
United States of America,726250,Low,862785,136535
United States of America,726250,Medium,,
United States of America,726250,None,,
United States of America,729500,High,,
United States of America,729500,Low,840384,110884
United States of America,729500,Medium,,
United States of America,729500,None,,
United States of America,729820,High,884205,154385
United States of America,729820,Low,,
United States of America,729820,Medium,,
United States of America,729820,None,,
United States of America,748250,High,808110,59860
United States of America,748250,Low,,
United States of America,748250,Medium,,
United States of America,748250,None,,
United States of America,873750,High,922680,48930
United States of America,873750,Low,,
United States of America,873750,Medium,,
United States of America,873750,None,,
United States of America,897000,High,,
United States of America,897000,Low,1159200,262200
United States of America,897000,Medium,,
United States of America,897000,None,,
