10000.County,10000.Invoice/Item Number,Sum(10000.Sale (Dollars)),Sum(10000.Pack),Sum(10000.Volume Sold (Liters)),
Cherokee,S07892100023,188.04,6,21,NaN
Cherokee,S08605000012,76.44,6,10,NaN
Cherokee,S08738600038,20.24,12,1,NaN
Cherokee,S09126400028,81.12,24,9,NaN
Cherokee,S09627500031,23.19,12,2,NaN
Cherokee,S09892400003,119.28,12,12,NaN
Cherokee,S10374100011,10.12,12,2,NaN
Cherokee,S10657000066,48.85,24,2,NaN
Cherokee,S11006300026,22.5,12,2,NaN
Cherokee,S11065300036,16,12,2,NaN
Cherokee,S11702800031,60.72,12,9,NaN
Cherokee,S11899600028,29.54,12,2,NaN
Cherokee,S12105700018,27.96,6,4,NaN
Cherokee,S13145600027,17.32,12,2,NaN
Cherokee,S13499300034,42.78,24,2,NaN
Cherokee,S14253100010,488.34,6,14,NaN
Cherokee,S15264600030,49.5,6,5,NaN
Cherokee,S16181500060,22.86,12,2,NaN
Cherokee,S16534800020,24.75,24,1,NaN
Cherokee,S20857100004,64.8,6,10,NaN
Cherokee,S23563700052,43.07,4,2,NaN
Cherokee,S23825000039,46.95,12,3,NaN
Chickasaw,S03466800009,314.28,12,12,NaN
Chickasaw,S10664100003,129.48,6,21,NaN
Chickasaw,S10884700018,212.88,12,12,NaN
Chickasaw,S13745600001,148.44,12,9,NaN
Chickasaw,S16049400019,55.48,12,2,NaN
Chickasaw,S16309300023,27.2,24,2,NaN
Chickasaw,S20357300001,104.04,12,9,NaN
Chickasaw,S20725600001,156.12,12,9,NaN
Chickasaw,S20844900004,57.18,6,10,NaN
Chickasaw,S21498700020,103.08,12,4,NaN
Chickasaw,S22385600010,90,12,3,NaN
Chickasaw,S23085800024,4.95,12,0,NaN
Chickasaw,S23207700002,101.64,6,10,NaN
Clarke,S05517000037,19.99,12,1,NaN
Clarke,S06357900056,33.3,12,4,NaN
Clarke,S06478600059,9.98,12,2,NaN
Clarke,S07795700011,9.9,10,0,NaN
Clarke,S08039200035,78.7,12,4,NaN
Clarke,S08169800010,314.88,6,21,NaN
Clarke,S10273900014,28.35,12,2,NaN
Clarke,S10283900022,17.73,12,3,NaN
Clarke,S10910900014,68.22,6,10,NaN
Clarke,S11278600001,28.35,12,2,NaN
Clarke,S11514500020,53.97,12,2,NaN
Clarke,S12306300024,192.6,6,32,NaN
Clarke,S15817000003,89.28,12,9,NaN
Clarke,S16114800005,64.56,24,9,NaN
Clarke,S16508100040,35.98,12,2,NaN
Clarke,S16878200013,162.84,6,4,NaN
Clarke,S18123800019,25.05,12,4,NaN
Clarke,S18938200011,162.84,6,4,NaN
Clarke,S21164400042,30.7,12,4,NaN
Clarke,S21551500007,73.8,12,9,NaN
Clarke,S22243400005,113.4,12,9,NaN
Clarke,S22613100032,9.75,12,1,NaN
Clay,S03395700029,32.61,12,3,NaN
Clay,S03437400152,37.08,24,4,NaN
Clay,S03604900083,14.66,12,1,NaN
Clay,S04069200002,65.16,6,10,NaN
Clay,S04111300001,360,6,18,NaN
Clay,S04629600028,16,12,2,NaN
Clay,S05017300175,10.08,48,1,NaN
Clay,S05186400011,535.68,12,54,NaN
Clay,S05342500007,31.56,24,4,NaN
Clay,S05466800170,16.3,12,2,NaN
Clay,S05682800075,50.22,12,2,NaN
Clay,S06737800037,23.6,6,4,NaN
Clay,S06900900120,25.48,12,2,NaN
Clay,S07022100041,112.45,12,5,NaN
Clay,S07142200011,58.44,6,10,NaN
Clay,S08106800008,188.16,12,18,NaN
Clay,S08420300121,30.12,12,4,NaN
Clay,S09466000004,119.52,6,10,NaN
Clay,S09716500039,42,6,3,NaN
Clay,S10429300012,96.6,12,9,NaN
Clay,S10898900002,77.04,12,12,NaN
Clay,S11135200141,23.82,12,2,NaN
Clay,S11640500127,33.72,12,2,NaN
Clay,S11810700022,188.04,6,21,NaN
Clay,S12175200011,128.4,6,21,NaN
Clay,S12425500054,26.25,12,4,NaN
Clay,S12690600193,20.4,48,2,NaN
Clay,S13369100092,16.12,12,2,NaN
Clay,S13865200018,159.72,6,10,NaN
Clay,S13988200005,684,6,105,NaN
Clay,S14301700278,11.18,12,1,NaN
Clay,S14729300006,267.84,12,27,NaN
Clay,S14736700108,45.68,12,2,NaN
Clay,S15383500033,50.38,12,2,NaN
Clay,S15654600016,140.94,6,10,NaN
Clay,S16179100167,85.5,12,2,NaN
Clay,S16311200004,269.88,12,12,NaN
Clay,S16562500298,21.32,24,2,NaN
Clay,S17327300068,31.05,12,2,NaN
Clay,S18147800001,129.48,6,21,NaN
Clay,S18544800030,89.94,6,10,NaN
Clay,S18915000092,97.48,6,2,NaN
Clay,S19161700014,73.8,6,10,NaN
Clay,S19309600024,13.49,12,1,NaN
Clay,S19584800002,387.36,6,63,NaN
Clay,S19711500005,188.04,6,21,NaN
Clay,S20104600040,162,6,21,NaN
Clay,S20111800011,26.9,24,4,NaN
Clay,S20230300180,30.16,48,2,NaN
Clay,S20313500034,179.46,6,10,NaN
Clay,S20355100023,188.88,12,12,NaN
Clay,S20698500020,258.24,6,10,NaN
Clay,S20698500032,148.56,12,9,NaN
Clay,S21227700011,84.96,12,9,NaN
Clay,S21495100050,15.75,12,1,NaN
Clay,S22556500182,13.83,24,1,NaN
Clay,S22556500201,11.03,10,0,NaN
Clay,S22687300146,57,12,4,NaN
Clay,S23204800066,41.1,12,4,NaN
Clay,S23557200023,88.56,12,12,NaN
Clayton,S03688600022,25.49,12,1,NaN
Clayton,S04760700026,13.64,12,2,NaN
Clayton,S05165000003,138.36,12,9,NaN
Clayton,S05734600038,67.44,12,3,NaN
Clayton,S05776700008,28.35,12,2,NaN
Clayton,S06263300032,18.86,12,2,NaN
Clayton,S06574800022,45.15,6,2,NaN
Clayton,S06708000038,19.48,12,2,NaN
Clayton,S07362800038,11.25,12,1,NaN
Clayton,S07756800008,41.54,6,2,NaN
Clayton,S08324100025,10.41,12,1,NaN
Clayton,S09629200035,25.48,6,4,NaN
Clayton,S10384300010,49.52,12,3,NaN
Clayton,S12040400012,28.94,12,2,NaN
Clayton,S13198800010,64.74,6,10,NaN
Clayton,S13241600029,25.98,12,2,NaN
Clayton,S14708600009,79.08,12,12,NaN
Clayton,S15500400025,33.75,12,3,NaN
Clayton,S18511600009,15.1,12,2,NaN
Clayton,S19539500015,66.9,6,10,NaN
Clayton,S19940300035,132,6,4,NaN
Clayton,S19940300066,36.81,12,2,NaN
Clayton,S20196500012,41.2,12,3,NaN
Clayton,S20578500003,126,6,10,NaN
Clayton,S20686600039,19.14,12,2,NaN
Clayton,S20819000005,94.2,12,9,NaN
Clayton,S20828800013,36.16,12,2,NaN
Clayton,S21911800005,161.64,12,9,NaN
Clayton,S22404000007,103.98,6,10,NaN
Clayton,S22798200015,11.43,12,1,NaN
Clayton,S23061200062,29.91,6,2,NaN
Clayton,S23417500026,36,12,2,NaN
Clayton,S23655700018,23.64,12,2,NaN
Clayton,S23959900009,89.58,6,10,NaN
Clinton,S03395800163,24.72,24,1,NaN
Clinton,S03498000016,152.88,6,10,NaN
Clinton,S03703800035,132.48,6,21,NaN
Clinton,S04183000032,78.72,12,12,NaN
Clinton,S04299600017,88.68,12,9,NaN
Clinton,S04627900006,99.12,12,9,NaN
Clinton,S04969400107,39.75,5,1,NaN
Clinton,S05310000012,187.08,12,9,NaN
Clinton,S05310000013,52.56,12,9,NaN
Clinton,S05528900032,192.6,6,32,NaN
Clinton,S05535400077,204.66,6,32,NaN
Clinton,S05761800107,848.4,12,60,NaN
Clinton,S05761800218,17.76,24,2,NaN
Clinton,S06241900059,147.6,6,21,NaN
Clinton,S06853700005,143.28,12,9,NaN
Clinton,S06854000151,56.22,12,2,NaN
Clinton,S06963100024,180,6,9,NaN
Clinton,S06965400036,11.33,6,2,NaN
Clinton,S07297800010,216.72,12,9,NaN
Clinton,S07357300055,80.94,6,10,NaN
Clinton,S08367000036,57.12,6,10,NaN
Clinton,S08770800006,63.9,6,10,NaN
Clinton,S08775600027,11.04,24,0,NaN
Clinton,S08775600053,4.49,48,0,NaN
Clinton,S08913100136,28.02,12,2,NaN
Clinton,S09405500019,114,12,9,NaN
Clinton,S09547600239,42.72,12,2,NaN
Clinton,S09787000008,117.48,12,9,NaN
Clinton,S09787000033,202.8,6,21,NaN
Clinton,S09920800087,9.65,24,0,NaN
Clinton,S10164300122,66.12,6,10,NaN
Clinton,S10164300205,13.98,48,0,NaN
Clinton,S10680700203,13.12,12,0,NaN
Clinton,S10789800003,179.94,6,10,NaN
Clinton,S10918800007,67.14,6,10,NaN
Clinton,S11164300120,155.88,12,9,NaN
Clinton,S11285300188,76.47,12,3,NaN
Clinton,S11285900008,63,12,9,NaN
Clinton,S11659300192,17.25,12,0,NaN
Clinton,S12075700151,72,12,2,NaN
Clinton,S12075700160,107.96,12,3,NaN
Clinton,S12322800059,61.56,12,9,NaN
Clinton,S12447300006,132.72,6,10,NaN
Clinton,S12580700018,188.04,6,21,NaN
Clinton,S12975200002,64.56,24,9,NaN
Clinton,S13119700043,35.99,12,1,NaN
Clinton,S13430900014,82.4,24,4,NaN
Clinton,S13433600036,110.88,6,21,NaN
Clinton,S13433600087,83.88,6,10,NaN
Clinton,S13438400009,302.88,12,18,NaN
Clinton,S14049700172,34.62,6,4,NaN
Clinton,S14354800070,4.96,12,1,NaN
Clinton,S14511000006,129.12,6,21,NaN
Clinton,S14666900008,60.72,12,9,NaN
Clinton,S14667700042,58.44,6,10,NaN
Clinton,S14810200004,67.92,12,6,NaN
Clinton,S15335800013,19.49,12,1,NaN
Clinton,S15335800023,9.8,24,0,NaN
Clinton,S15595600034,62.4,24,9,NaN
Clinton,S15997800002,132.36,12,9,NaN
Clinton,S16112000158,114.99,12,3,NaN
Clinton,S16112400073,67.5,24,3,NaN
Clinton,S16240800017,177.36,12,9,NaN
Clinton,S16496400072,67.26,6,10,NaN
Clinton,S16621300027,96.72,12,9,NaN
Clinton,S16752700030,312.24,12,18,NaN
Clinton,S16880700036,110.82,6,10,NaN
Clinton,S17753500010,106.56,12,9,NaN
Clinton,S17757400058,9.74,12,1,NaN
Clinton,S17997400014,28.52,24,2,NaN
Clinton,S17997500114,328.44,12,12,NaN
Clinton,S17999900003,157.44,12,9,NaN
Clinton,S18115600021,119.28,12,18,NaN
Clinton,S18237400004,122.88,24,18,NaN
Clinton,S18479200180,29.6,12,2,NaN
Clinton,S18727600040,120.24,12,18,NaN
Clinton,S18937900018,80.94,6,10,NaN
Clinton,S18976800011,180,6,21,NaN
Clinton,S18982300098,7.44,6,0,NaN
Clinton,S19114100062,116.88,12,9,NaN
Clinton,S19239200148,78,6,2,NaN
Clinton,S19384800094,10.35,10,0,NaN
Clinton,S19508200213,54.5,6,2,NaN
Clinton,S19668000039,148.44,12,9,NaN
Clinton,S19772000013,78.72,12,4,NaN
Clinton,S19777200075,8.06,12,1,NaN
Clinton,S20412500054,486,12,9,NaN
Clinton,S20789700185,61.89,12,2,NaN
Clinton,S21686000133,11.13,12,0,NaN
Clinton,S21820700007,75.12,12,12,NaN
Clinton,S21820800176,84.6,12,3,NaN
Clinton,S21963900032,68.4,6,10,NaN
Clinton,S22104400013,16.54,12,2,NaN
Clinton,S22234800112,37.14,12,2,NaN
Clinton,S22359100110,21.16,6,4,NaN
Clinton,S22500700020,13.5,12,0,NaN
Clinton,S22617400054,219.06,6,10,NaN
Clinton,S22748700133,302.28,12,9,NaN
Clinton,S23261200063,17.24,12,1,NaN
Clinton,S23507000020,144,12,9,NaN
Clinton,S23763300009,13.5,48,1,NaN
Clinton,S23881400014,138.12,6,21,NaN
Clinton,S23883200022,32.52,24,1,NaN
Clinton,S23887100061,89.16,1,6,NaN
Clinton,S24016700014,106.56,12,9,NaN
Crawford,S04450000011,84.24,12,4,NaN
Crawford,S04899200072,18.36,24,2,NaN
Crawford,S05010600018,179.4,12,9,NaN
Crawford,S05577300099,28.71,12,2,NaN
Crawford,S05688800001,99,12,6,NaN
Crawford,S05688800045,117.48,12,9,NaN
Crawford,S06539600043,162.78,6,4,NaN
Crawford,S06894400063,14.22,12,1,NaN
Crawford,S06994500007,89.88,12,9,NaN
Crawford,S07131300033,61.8,6,10,NaN
Crawford,S07703300091,28.56,12,2,NaN
Crawford,S07840700015,67.14,6,10,NaN
Crawford,S08826200002,84,6,6,NaN
Crawford,S08958600092,28.35,12,2,NaN
Crawford,S09079900027,87.96,12,12,NaN
Crawford,S09196400014,314.88,6,21,NaN
Crawford,S09337900020,76.47,12,3,NaN
Crawford,S09597700041,90,12,12,NaN
Crawford,S09839500022,323.52,12,9,NaN
Crawford,S10596400030,68.22,6,10,NaN
Crawford,S11985400056,30.87,12,1,NaN
Crawford,S13153000014,63.72,6,10,NaN
Crawford,S13402300032,16.5,12,1,NaN
Crawford,S13573300018,128.58,6,10,NaN
Crawford,S13815900001,216.72,12,9,NaN
Crawford,S14389700003,126,24,9,NaN
Crawford,S14818800029,62.28,6,10,NaN
Crawford,S15075200011,60.12,12,9,NaN
Crawford,S15472400070,62.5,12,2,NaN
Crawford,S15567300021,11.99,12,1,NaN
Crawford,S15607300030,14.68,6,1,NaN
Crawford,S16635100017,116.94,6,10,NaN
Crawford,S16890600015,51.72,12,2,NaN
Crawford,S17392000009,235.44,24,9,NaN
Crawford,S18737000016,310.56,12,12,NaN
Crawford,S18747600011,22.28,12,3,NaN
Crawford,S21298700003,72,12,9,NaN
Crawford,S22867900035,16.5,12,1,NaN
Crawford,S23767600020,129.12,6,21,NaN
Crawford,S23767900014,41.4,12,3,NaN
Dallas,S04622100060,112.8,12,4,NaN
Dallas,S05354000021,9.9,10,0,NaN
Dallas,S05572100006,157.44,6,10,NaN
Dallas,S06008900008,56.94,12,4,NaN
Dallas,S06298200017,12.94,12,0,NaN
Dallas,S06348100028,7.44,10,1,NaN
Dallas,S06534000002,323.52,12,9,NaN
Dallas,S06837800013,15.69,12,2,NaN
Dallas,S07060500020,51.96,12,4,NaN
Dallas,S07178700014,37.6,12,3,NaN
Dallas,S09303300020,14.96,12,1,NaN
Dallas,S09777800031,28.47,12,2,NaN
Dallas,S09825700004,116.88,12,9,NaN
Dallas,S09965300007,282.06,6,32,NaN
Dallas,S10432300016,51.96,12,4,NaN
Dallas,S10894400018,68.22,6,10,NaN
Dallas,S11706800014,40.5,24,2,NaN
Dallas,S12332300018,141.66,12,4,NaN
Dallas,S13056700022,751.8,6,147,NaN
Dallas,S13252000008,129.12,24,18,NaN
Dallas,S13294300005,94.08,12,9,NaN
Dallas,S13448700055,62.94,12,4,NaN
Dallas,S13865300148,10.35,10,0,NaN
Dallas,S13871300012,20.7,10,1,NaN
Dallas,S13941100022,44.58,1,3,NaN
Dallas,S14086000033,989.4,12,45,NaN
Dallas,S14144200022,44.97,12,2,NaN
Dallas,S14431800012,20.7,10,1,NaN
Dallas,S14453800009,66.6,12,9,NaN
Dallas,S14746800154,28.86,24,2,NaN
Dallas,S14822300053,1385.58,6,74,NaN
Dallas,S14884500011,80.76,12,4,NaN
Dallas,S14884500016,30.72,12,2,NaN
Dallas,S15279900018,60,24,3,NaN
Dallas,S15285600006,81.6,48,10,NaN
Dallas,S15465800033,31.41,6,5,NaN
Dallas,S15817300017,74.22,12,4,NaN
Dallas,S15868500010,64.02,6,10,NaN
Dallas,S16189300007,252.6,12,9,NaN
Dallas,S16824300071,157.44,12,9,NaN
Dallas,S17075300072,302.88,12,18,NaN
Dallas,S17330700019,98.94,6,10,NaN
Dallas,S17604500040,486,12,9,NaN
Dallas,S18300000053,135,6,4,NaN
Dallas,S18411100015,339.36,12,24,NaN
Dallas,S18422400033,60.12,12,9,NaN
Dallas,S18452500016,60.12,12,9,NaN
Dallas,S18452500060,35.4,6,5,NaN
Dallas,S18681900045,129.84,12,9,NaN
Dallas,S18806500004,58.5,6,10,NaN
Dallas,S19201600003,303.72,12,12,NaN
Dallas,S19351500047,16.5,12,2,NaN
Dallas,S19453500008,21.78,12,2,NaN
Dallas,S19592700026,25.35,12,2,NaN
Dallas,S19719800070,64.2,12,9,NaN
Dallas,S19975800092,44.8,12,2,NaN
Dallas,S20108400014,80.94,6,10,NaN
Dallas,S20242700014,41.04,24,4,NaN
Dallas,S20619600025,1628.4,6,45,NaN
Dallas,S20728800019,38.96,12,3,NaN
Dallas,S20799900029,43.56,12,4,NaN
Dallas,S21099000018,81.28,24,3,NaN
Dallas,S21379300013,30,12,2,NaN
Dallas,S21386100006,162,12,9,NaN
Dallas,S22155500004,173.76,12,9,NaN
Dallas,S22454100019,90,12,12,NaN
Dallas,S22628500014,20.07,12,2,NaN
Dallas,S23103000025,90,6,4,NaN
Dallas,S23299800024,126,12,9,NaN
Dallas,S23325900025,20.28,12,3,NaN
Dallas,S23818000025,225.72,12,9,NaN
Davis,S06752900003,89.52,6,10,NaN
Davis,S12095200005,67.14,6,10,NaN
Davis,S18318700026,11.19,6,2,NaN
Davis,S19081000032,7.49,12,1,NaN
Davis,S23239000005,126,12,9,NaN
Decatur,S05543000018,7.44,10,1,NaN
Decatur,S06125000017,24.78,12,2,NaN
Decatur,S10778800009,86.96,12,3,NaN
Decatur,S10925700006,82.2,6,10,NaN
Decatur,S12320100011,8.98,24,1,NaN
Decatur,S15326400005,120,6,10,NaN
Decatur,S18231700020,6.84,24,1,NaN
Decatur,S21833700004,114,12,9,NaN
Delaware,S04716200020,180.84,12,9,NaN
Delaware,S04736300009,69.24,12,4,NaN
Delaware,S05049100017,117.96,12,12,NaN
Delaware,S10385300034,114.12,12,12,NaN
Delaware,S10762000011,486,12,9,NaN
Delaware,S12938900004,188.88,6,21,NaN
Delaware,S15894600012,80.28,6,10,NaN
Delaware,S18036100042,51.72,12,2,NaN
Delaware,S18262400003,258.24,6,42,NaN
Delaware,S18395700001,294.48,12,18,NaN
Delaware,S19803500002,227.76,12,18,NaN
Delaware,S20570900026,279.72,12,12,NaN
Delaware,S20834600038,22.26,12,1,NaN
Delaware,S22380300003,126,12,9,NaN
Delaware,S23667400005,98.64,12,9,NaN
Des Moines,S03385300085,7.44,10,1,NaN
Des Moines,S03601100077,56.82,6,10,NaN
Des Moines,S03601100107,76.5,12,1,NaN
Des Moines,S03605500008,111.96,12,9,NaN
Des Moines,S03823000027,55.44,6,10,NaN
Des Moines,S03823000073,268.56,6,42,NaN
Des Moines,S03859100006,21.4,48,1,NaN
Des Moines,S04197400002,58.56,12,9,NaN
Des Moines,S04411000019,71.04,24,9,NaN
Des Moines,S04539100011,10.49,12,1,NaN
Des Moines,S04746400011,305.76,6,21,NaN
Des Moines,S04746400054,8.57,12,0,NaN
Des Moines,S04854900020,68.22,6,10,NaN
Des Moines,S04976200058,129.72,12,9,NaN
Des Moines,S05000800010,24.7,12,1,NaN
Des Moines,S05301000155,109.2,12,12,NaN
Des Moines,S05762600008,90,6,4,NaN
Des Moines,S06137000042,55.44,6,10,NaN
Des Moines,S06153700037,23,24,2,NaN
Des Moines,S06248200048,132,6,10,NaN
Des Moines,S06270700045,49.56,12,4,NaN
Des Moines,S06373300016,161.76,6,4,NaN
Des Moines,S06492900201,16.08,24,1,NaN
Des Moines,S06983600015,9.2,48,1,NaN
Des Moines,S07089300178,62.96,12,3,NaN
Des Moines,S07089300196,34.38,12,4,NaN
Des Moines,S07205200018,80.88,12,2,NaN
Des Moines,S07660900109,130.44,12,4,NaN
Des Moines,S07792800037,143.28,12,9,NaN
Des Moines,S07919900185,62.96,12,3,NaN
Des Moines,S08052400027,305.88,12,12,NaN
Des Moines,S08052400199,30.7,6,1,NaN
Des Moines,S08189300030,65.4,12,9,NaN
Des Moines,S08201600068,79.1,12,5,NaN
Des Moines,S08366000019,98.88,6,10,NaN
Des Moines,S08504300124,18.28,24,2,NaN
Des Moines,S08506200002,151.8,12,9,NaN
Des Moines,S08532200022,29.82,12,3,NaN
Des Moines,S08667800003,143.52,48,10,NaN
Des Moines,S08801400121,23.12,24,3,NaN
Des Moines,S08808400034,29.82,12,3,NaN
Des Moines,S09309000013,188.16,12,18,NaN
Des Moines,S09414800109,68.88,6,2,NaN
Des Moines,S09539200180,61.8,12,9,NaN
Des Moines,S09539200245,53.92,24,3,NaN
Des Moines,S09540100032,32.92,12,2,NaN
Des Moines,S09567300043,282.24,12,27,NaN
Des Moines,S09804600027,13.5,24,1,NaN
Des Moines,S10166100013,93.78,6,4,NaN
Des Moines,S10298500046,56.5,12,4,NaN
Des Moines,S10418100133,53.92,24,3,NaN
Des Moines,S10677100018,90.06,12,4,NaN
Des Moines,S10678700185,31.5,12,4,NaN
Des Moines,S10681400012,136.44,6,21,NaN
Des Moines,S10699400047,130,12,3,NaN
Des Moines,S10817600066,12.74,12,1,NaN
Des Moines,S11163800001,260.88,12,9,NaN
Des Moines,S11527900015,39.72,12,12,NaN
Des Moines,S11540400005,188.88,24,5,NaN
Des Moines,S11790300006,242.88,12,9,NaN
Des Moines,S12101800005,59.04,12,9,NaN
Des Moines,S12194600021,215.88,12,12,NaN
Des Moines,S12224500026,252.48,48,10,NaN
Des Moines,S12455600077,63.36,6,10,NaN
Des Moines,S12714100030,16.42,12,2,NaN
Des Moines,S12834200098,11.4,6,2,NaN
Des Moines,S12834400119,44.97,12,2,NaN
Des Moines,S12976400170,12.37,12,1,NaN
Des Moines,S13141800001,62.28,12,9,NaN
Des Moines,S13206700004,198.48,12,9,NaN
Des Moines,S13325300029,11.25,12,1,NaN
Des Moines,S13588100125,98.24,6,1,NaN
Des Moines,S13591500036,3.48,48,0,NaN
Des Moines,S13710700103,10.35,10,0,NaN
Des Moines,S13838700022,188.76,12,9,NaN
Des Moines,S13838700212,38.38,12,2,NaN
Des Moines,S14268800017,29.22,12,2,NaN
Des Moines,S14697400054,125.88,12,9,NaN
Des Moines,S14701000037,20.59,12,1,NaN
Des Moines,S15092500016,37.5,6,5,NaN
Des Moines,S15492800091,137.16,12,12,NaN
Des Moines,S15591700002,20.98,12,1,NaN
Des Moines,S15627500113,5.59,12,0,NaN
Des Moines,S15885300048,213.84,12,36,NaN
Des Moines,S15885300109,44.01,6,1,NaN
Des Moines,S15887300049,8.62,12,0,NaN
Des Moines,S16143800094,55.5,6,10,NaN
Des Moines,S16143800158,45,12,2,NaN
Des Moines,S16276400024,39.72,12,12,NaN
Des Moines,S16524200111,37.8,12,3,NaN
Des Moines,S16526800232,64.14,6,2,NaN
Des Moines,S16654200014,14.14,12,1,NaN
Des Moines,S16773000030,33.21,6,5,NaN
Des Moines,S16784600051,60.12,12,9,NaN
Des Moines,S16908200036,75.12,12,9,NaN
Des Moines,S17409600023,92.76,12,9,NaN
Des Moines,S17416600040,23,12,2,NaN
Des Moines,S17528200017,15.18,12,2,NaN
Des Moines,S17529400082,163.68,12,12,NaN
Des Moines,S17658900030,125.88,12,9,NaN
Des Moines,S17778600209,38.98,12,2,NaN
Des Moines,S17778900028,26.6,48,2,NaN
Des Moines,S18034900044,10.5,24,1,NaN
Des Moines,S18751100036,73.8,6,10,NaN
Des Moines,S19010100182,123.54,12,4,NaN
Des Moines,S19137200082,101.28,6,10,NaN
Des Moines,S19542700128,15.54,12,1,NaN
Des Moines,S19679100156,29.88,12,2,NaN
Des Moines,S19920000090,124.56,12,18,NaN
Des Moines,S20197300161,46.65,12,2,NaN
Des Moines,S20200000011,23.92,48,2,NaN
Des Moines,S20319800101,73.8,6,10,NaN
Des Moines,S20822500043,162,12,9,NaN
Des Moines,S20945800096,9.3,24,1,NaN
Des Moines,S21060600014,44.58,1,3,NaN
Des Moines,S21195900026,61.56,12,9,NaN
Des Moines,S21196700030,48,24,2,NaN
Des Moines,S21329800068,36.51,6,2,NaN
Des Moines,S21330900007,144,12,9,NaN
Des Moines,S21585400001,128.4,12,4,NaN
Des Moines,S21861300101,126,12,9,NaN
Des Moines,S21871500087,4.58,24,0,NaN
Des Moines,S22381000069,166.68,6,10,NaN
Des Moines,S22523900016,342,12,9,NaN
Des Moines,S22778800017,108.6,12,9,NaN
Des Moines,S22915800018,10.14,12,2,NaN
Des Moines,S22927800089,116.88,12,9,NaN
Des Moines,S22935900022,90,12,4,NaN
Des Moines,S22939100078,138.12,6,21,NaN
Des Moines,S23179100034,226.8,12,18,NaN
Des Moines,S23411700035,23.19,12,1,NaN
Des Moines,S23531700044,11.43,12,1,NaN
Des Moines,S23665800075,25.73,6,1,NaN
Des Moines,S23902400005,162,6,10,NaN
Des Moines,S23920500083,9,48,1,NaN
Des Moines,S24041800017,90,12,2,NaN
Des Moines,S24046700016,359.88,6,21,NaN
Des Moines,S24046700030,249.12,12,24,NaN
Des Moines,S24162500067,89.76,6,10,NaN
